restaurant_external_id,summary,representative_menu,mood_summary,parking_summary,waiting_summary,average_trust_score,has_analysis
kakao_1665003130,"족발과 보쌈이 잡내 없이 부드럽고 쫄깃하다는 평이 많으며, 한상차림 구성과 다양한 반찬·소스 덕분에 푸짐하게 먹기 좋다는 리뷰가 많습니다. 직원 친절, 합리적인 가격과 주류 할인 언급, 가족·친구와 재방문하고 싶다는 의견도 자주 보입니다.",족발한상 | 한상족발 | 완미보쌈 한상 | 반반족발 | 반반메뉴 | 막국수 | 계란찜 | 날치알왕주먹밥 | 매운족발 | 남도식 한상 족발,"매장이 크진 않지만 깨끗하고 깔끔하다는 언급이 있으며, 가족이나 아이와 함께 식사하기 좋고 친구들과 방문하기 좋다는 리뷰가 있습니다.",NAN,NAN,30.38,True
kakao_765114919,"성균관대역 근처 텐동 맛집으로, 갓 튀긴 바삭한 튀김과 푸짐한 양, 다양한 텐동 메뉴가 좋다는 리뷰가 많습니다. 느끼하지 않은 매콤한 메뉴와 오차즈케, 밥 리필이 언급되며 혼밥이나 데이트로 재방문하는 손님도 많고 매장이 깔끔하다는 평가가 있습니다.",텐동 | 치즈니쿠텐동 | 매콤토리텐동 | 에비텐동 | 매콤새우텐동 | 매콤텐동 | 오차즈케,"일본풍 인테리어와 아기자기하고 아늑한 분위기가 언급되며, 매장이 깔끔하고 데이트와 혼밥에 좋다는 리뷰가 있습니다.",NAN,"지난번에는 대기가 있어 못 먹었다는 리뷰가 있고, 다른 방문에서는 저녁 6시쯤 바로 입장 가능했다는 언급이 있습니다.",25.36,True
kakao_27276923,"국수와 수제비류가 맛있고 양이 넉넉하며 가격이 저렴하다는 평가가 많은 성균관대 주변 가성비 식당입니다. 사장님이 친절하다는 리뷰와 재방문 후기가 많고, 일부 메뉴나 혼밥 상황에 대한 아쉬운 의견도 있습니다.",잔치국수 | 비빔국수 | 열무비빔국수 | 멸치국수 | 들깨수제비 | 얼큰수제비 | 감자전 | 치즈감자전 | 김치전 | 서리태콩국수 | 골뱅이 소면무침 | 추억의 도시락 | 열무 비빔밥,"매장이 넓지는 않고 테이블이 6개 정도라는 언급이 있으며, 혼자 방문했을 때 자리 이동을 신경 쓰게 되어 불편했다는 후기가 있습니다.",근처 공영주차장 1시간 무료라는 리뷰가 있습니다.,점심시간이나 저녁시간에는 매장이 꽉 차 있을 가능성이 높다는 언급이 있습니다.,34.28,True
kakao_2017609824,"황금올리브를 비롯한 치킨이 바삭하고 닭이 신선하다는 평가가 많으며, 사장님과 직원이 친절하고 매장이 깨끗하다는 리뷰가 반복됩니다. 포장·픽업 이용 후기가 많고 방문 포장 할인, 앱 할인, 빠른 조리·배달을 언급한 긍정 리뷰가 있으나 일부 주문 누락과 위생, 튀김 상태에 대한 불만도 있습니다.",황금올리브 | 황금올리브 닭다리 | 닭다리 반반 | 양념치킨 | 간장양념 | 갈릭 | 치즈볼 | 자메이카 | 후라이드 치킨,"매장이 깨끗하고 청결하다는 언급이 많으며, 단지 내에 있는 배달전문 매장이라는 리뷰가 있습니다.",NAN,기름 교체 때문에 조리에 40분 걸린다는 안내를 받았다는 리뷰가 있습니다.,36.48,True
kakao_11634973,"저렴하고 맛있는 도시락을 가볍게 한 끼 해결하거나 포장해 먹기 좋은 곳으로, 가성비와 친절한 사장님 부부에 대한 긍정 리뷰가 많습니다. 매장이 깨끗하고 정돈되어 있다는 평과 혼밥하기 좋다는 의견이 있지만, 일부 위생이나 반찬 구성, 찌개류에 대한 아쉬움도 있습니다.",김볶 | 스팸김볶 | 빅치마 | 김치부대찌개 정식 | 돈까스도련님 | 치킨마요,"혼밥하기 좋게 테이블이 구성되어 있고, 매장이 정리정돈되어 홀에서 식사하기 좋다는 리뷰가 있습니다.",NAN,NAN,38.45,True
kakao_24941922,"냉면과 돈가스를 함께 먹는 돈냉, 물냉면, 비냉 등이 자주 언급되며 가성비와 푸짐한 양, 시원한 맛에 대한 긍정 평가가 많습니다. 셀프 운영과 서비스 스프가 특징이고, 일부 리뷰에서는 맛 변화나 청결, 단맛·신맛이 강한 점에 대한 아쉬움도 있습니다.",돈냉면 | 물냉면 | 비냉 | 돈가스 | 돈코츠라멘 | 스프,"흔한 대학가 식당 분위기이며 매장이 넓고 편하다는 의견이 있습니다. 리모델링 언급이 있고, 셀프 운영으로 테이블 정리가 바로 되지 않아 지저분하다는 아쉬움과 매장 에어컨이 강하거나 덥다는 의견도 있습니다.",NAN,"점심시간에는 손님이 너무 많다는 언급이 있고, 저녁에는 자리가 넉넉했다는 리뷰가 있습니다.",37.45,True
kakao_1445316158,"성대 앞 소곱창 맛집으로, 곱이 가득한 곱창과 막창·대창·염통 모둠, 곱창전골이 맛있고 잡내가 적다는 평가가 많습니다. 양이 푸짐하고 가격 대비 만족도가 높으며, 계란찜·된장술밥 등 서비스 메뉴와 친절한 응대 덕분에 재방문 의사가 높게 나타납니다.",모둠곱창 | 한우모듬 | 곱창전골 | 볶음밥 | 계란찜 | 된장술밥,"가게가 깔끔하고 자리가 넓어 편하게 먹기 좋으며, 친구 방문이나 단체 회식, 술자리로도 좋다는 언급이 있습니다. 테라스 쪽에서는 고기 냄새가 덜하고 깔끔하게 즐길 수 있다는 리뷰도 있습니다.",NAN,NAN,32.86,True
kakao_86582844,"성균관대역·율전동 근처에서 가성비 좋은 술집으로 자주 언급되며, 안주가 저렴하면서도 맛있고 양과 메뉴 구성이 만족스럽다는 리뷰가 많습니다. 직원 친절도와 재방문 의사가 높고, 데이트나 친구 모임, 가볍게 술 한잔하기 좋은 곳으로 평가됩니다.",튀김 | 치킨 | 나가사끼나베 | 볶음밥 | 새우칩 | 특제 사천돼지튀김 | 직화차돌나가사끼나베 | 마라전골 | 깐풍기 | 계란밥 | 스키야키 | 탄탄나베 | 닭나베 | 유린기 | 마라탕 | 하이볼 | 깐풍치킨,"어두운 조명과 예쁜 인테리어로 아늑하고 차분한 분위기라는 언급이 많으며, 좌석 간격이 넉넉해 대화하기 좋고 데이트, 소개팅, 친구 모임, 조용한 술자리에 어울린다는 평가가 있습니다.",NAN,"올 때마다 자리를 기다려야 할 때가 많다는 리뷰가 있고, 6시에 마지막 테이블이었다는 언급과 토요일 밤 10분 정도 대기 후 입장했다는 후기가 있습니다.",41.36,True
kakao_1941692451,"성대역·성균관대 근처에서 닭발이 맛있다는 평가가 많고, 무뼈·국물·숯불 닭발 모두 매콤한 양념과 쫄깃한 식감, 불향이 좋다는 리뷰가 많습니다. 양이 푸짐하고 계란찜·주먹밥·국수 등 사이드와의 조합이 좋으며, 직원 친절과 재방문 의사를 언급한 리뷰도 많습니다.",무뼈닭발 | 국물닭발 | 숯불무뼈닭발 | 뼈닭발 | 주먹밥 | 계란찜 | 잔치국수 | 김치냉국수 | 똥집볶음 | 묵사발,"2층 창가 자리와 큰 창문 덕분에 야외 같은 느낌이 있고, 매장이 깔끔하며 홀도 넓고 칸이 나뉘어 프라이빗하고 아늑하다는 리뷰가 있습니다. 데이트하기 좋고 친구와 오거나 술안주로 닭발을 먹기 좋은 분위기로 언급됩니다.",NAN,NAN,34.45,True
kakao_450307831,"돼지김치구이를 중심으로 김치와 고기 조합, 깻잎쌈·콘마요 조합, 볶음밥 마무리가 맛있다는 평가가 많고 양이 푸짐하거나 가성비가 괜찮다는 의견도 있습니다. 다만 고기 질김, 잡내·탄 볶음밥, 기름짐, 세척 상태와 응대에 대한 불만도 일부 있어 경험 편차가 보입니다.",돼지김치구이 | 볶음밥 | 계란찜 | 김치말이국수,"가게가 청결하고 생각보다 널찍하다는 언급이 있으며, 밥과 함께 먹기 좋고 술안주로도 좋다는 리뷰가 있습니다.",NAN,늘 자리가 없어서 바로 먹기 어렵다는 언급이 있습니다.,38.9,True
kakao_205548870,"사골 베이스의 진한 국물과 신선한 재료로 마라탕이 맛있다는 평가가 많고, 마라샹궈도 불향과 맛이 좋다는 추천이 있습니다. 매장이 깔끔하고 친절하다는 리뷰가 다수이며 재방문·포장 이용 후기도 많지만, 맵기 조절이나 기본 서비스, 가격에 대한 아쉬움도 일부 언급됩니다.",마라탕 | 마라샹궈,"매장이 깨끗하고 깔끔하다는 평가가 많으며, 점심시간을 피하면 조용해서 좋다는 언급과 데이트로 방문했다는 리뷰가 있습니다.",NAN,NAN,30.51,True
kakao_295084774,"성균관대역 근처의 중식 맛집으로, 꿔보러우가 바삭한 식감과 푸짐한 양, 저렴한 가격으로 특히 좋은 평가를 받았습니다. 계란장면, 마파두부, 우육면 등도 맛있다는 리뷰가 많고 사장님이 친절하다는 언급과 재방문 의사가 있습니다.",꿔보러우 | 계란장면 | 마파두부 | 우육면 | 짜장면,맥주 안주로 좋다는 언급이 있습니다.,NAN,점심 시간에도 손님이 없었다는 언급이 있습니다.,32.28,True
kakao_324405971,"안주가 맛있고 양이 푸짐하며 술값이 저렴하다는 평가가 많은 가성비 좋은 술집입니다. 사장님과 직원이 친절하다는 리뷰가 반복되고, 친구들과 술자리나 단체 회식으로 방문하기 좋다는 반응과 재방문 의사가 많습니다.",나가사키 짬뽕탕 | 김치어묵우동 | 닭강정 | 닭도리탕 | 골뱅이 무침 | 짬뽕탕 | 사천해물짬뽕탕 | 돼지두부탕 | 우삼겹 | 똥집 튀김 | 닭볶음탕,"분위기가 좋고 감성 있는 인테리어, 신나는 음악과 좋은 노래 선곡이 언급됩니다. 친구들과 술 마시기 좋고 단체 회식하기에도 좋다는 리뷰가 있습니다.",NAN,NAN,39.18,True
kakao_1706269697,"닭갈비가 맛있고 양이 푸짐하다는 평가가 많으며, 간이 세지 않거나 맵기가 적당하다는 의견도 있습니다. 오래 다닌 단골과 재방문 의사가 보이고 친절하다는 리뷰가 여러 개 있지만, 일부는 맛 변화나 서비스 응대, 냉면 맛에 아쉬움을 언급했습니다.",닭갈비 | 볶음밥 | 칡냉면 | 냉면 | 우동사리,"점심에는 한산해서 좋았다는 언급이 있고, 술이 저렴해 모임하기 좋을 것 같다는 의견과 안주로 먹는 손님이 많다는 후기가 있습니다. 금요일 저녁에는 정신없을 정도로 붐빈다는 리뷰도 있습니다.",NAN,NAN,46.33,True
kakao_27393012,"성균관대역 근처에서 오래 사랑받는 핫도그·분식집으로, 주문 즉시 튀긴 바삭한 핫도그와 푸짐한 양, 저렴한 가격이 좋은 평가를 받습니다. 사장님이 친절하다는 언급이 많고, 포장 간식은 물론 맥주·소주 안주나 간단한 분식 모임으로도 자주 찾는다는 리뷰가 많습니다.",만득이 핫도그 | 감자 핫도그 | 라면핫도그 | 스노우핫도그 | 옥수수 핫도그 | 치즈 핫도그 | 떡볶이 | 국물떡볶이 | 라볶이 | 감튀,"성대역 근처에서 간식이나 야식으로 들르기 좋고, 친구들과 분식을 먹으며 소주·맥주를 곁들이기에도 좋다는 언급이 있습니다.",NAN,NAN,41.23,True
kakao_848146441,월드오징어바다 성균관대점은 수집된 리뷰가 없어 리뷰 기반 상세 요약을 생성할 수 없습니다.,NAN,NAN,NAN,NAN,0.0,False
kakao_657698900,맥호식당은 수집된 리뷰가 없어 리뷰 기반 상세 요약을 생성할 수 없습니다.,NAN,NAN,NAN,NAN,0.0,False
kakao_8641868,박경규항아리보쌈 성대점은 수집된 리뷰가 없어 리뷰 기반 상세 요약을 생성할 수 없습니다.,NAN,NAN,NAN,NAN,0.0,False
kakao_140527598,"맥주, 하이볼, 칵테일, 데킬라 등 술 종류가 다양하고 가격이 저렴하다는 평가가 많으며, 안주도 맛있고 가성비가 좋다는 리뷰가 많습니다. 늦게까지 영업해 2차나 3차로 방문하기 좋고, 직원 친절함과 재방문 의사도 자주 언급됩니다.",새우튀김 | 고구마 튀김 | 하이볼 | 데킬라 | 맥주 | 칵테일 | 치킨 | 츄러스 | 감자튀김,"분위기가 좋고 대화하기 편해 친구, 직장 동료, 연인과 방문하기 좋다는 평가가 많습니다. 매장이 넓고 차분하며, 다트가 있어 술자리나 모임, 2차 장소로 적합하다는 리뷰가 있습니다.",NAN,NAN,32.24,True
kakao_541737858,"안주가 전반적으로 맛있고 가성비가 좋다는 평가가 많으며, 기본안주 두부김치와 다양한 안주 구성이 좋은 술집입니다. 직원과 사장님이 친절하고 재방문 의사가 높으며, 친구들과 술자리나 단체 모임으로 찾기 좋다는 리뷰가 많습니다.",닭떡볶이 | 게내장파스타 | 바지락술찜 | 고기김치전 | 소고기 팽이말이 전골 | 소고기전골 | 깐풍치킨 | 두부김치,"매장이 넓고 깔끔하며 단체석이 있어 모임하기 좋고, 술 먹기 좋은 분위기와 적당히 조용해서 대화하기 편한 분위기라는 평가가 있습니다. 음악이 좋고 즐거운 분위기라는 언급도 있습니다.",NAN,"요즘 사람이 많아 몇 번 방문했다가 들어가지 못했다는 리뷰가 있으며, 주문 후 10분도 안 되어 메뉴가 나와 기다릴 필요가 없었다는 언급이 있습니다.",41.04,True
kakao_1578043317,"고기 질이 좋고 삼겹살, 꽃삼겹, 통삼겹, 꼬들살 등을 직원이 직접 구워줘 편하게 먹을 수 있다는 평가가 많습니다. 계란찜, 볶음밥, 김치찌개라면, 된장찌개 등 사이드도 자주 호평되며 가성비와 재방문 의사가 좋지만, 일부 리뷰에서는 바쁜 시간대 응대와 정리 지연에 대한 아쉬움도 언급됩니다.",꽃삼겹 | 통삼겹 | 삼겹살 | 꼬들살 | 가브리살 | 계란찜 | 볶음밥 | 김치찌개라면 | 된장찌개 | 냉면,"매장이 깔끔하고 넓고 쾌적하며 시원하다는 언급이 많고, 인테리어와 분위기가 좋아 데이트, 가족 식사, 친구 모임, 단체 모임에 좋다는 리뷰가 있습니다.",NAN,"약간 웨이팅이 있고, 웨이팅이 있어도 테이블 정리가 빠르지 않았다는 리뷰가 있습니다.",36.04,True
kakao_18829773,"율전동·성대 주변에서 오래 단골이 많다는 소곱창 맛집으로, 곱이 실하고 잡내가 없으며 막창·대창·볶음밥까지 맛있다는 평가가 많습니다. 들깨콩나물무침과 부추무침 등 밑반찬이 특히 호평이고, 사장님이 친절하며 직접 구워줘 편하게 먹을 수 있다는 리뷰가 반복됩니다.",곱창 | 막창 | 대창 | 차돌박이 | 볶음밥 | 셀프라면,"매장이 청결하고 시끄럽지 않아 편안한 분위기에서 먹기 좋으며, 친구·연인·가족 방문이나 회식에도 좋다는 언급이 있습니다.",NAN,NAN,40.1,True
kakao_148202780,"신선하고 두툼한 초밥, 직화 초밥, 모밀·우동 등 사이드 구성이 좋다는 평이 많고 가성비와 친절한 응대, 재방문 의사가 자주 언급되는 성대 앞 초밥집입니다. 다만 매장이 작은 편이라 인원 많은 방문은 다소 불편할 수 있고, 일부 리뷰에서는 직원 응대나 메뉴 변경 누락에 대한 아쉬움도 있었습니다.",특선초밥 | 커플세트B | 커플세트A | 런치세트 | 특모듬초밥 | 모듬연어초밥 | 오늘의 초밥세트 | 점심초밥 | 모둠초밥 | 회덮밥 | 민물장어직화초밥 | 광어지느러미 초밥 | 생새우직화초밥 | 양념새우초밥 | 가리비 관자초밥 | 육회타다끼 | 왕새우튀김,"매장은 작고 협소하지만 아늑한 분위기라는 평가가 있으며, 커플이나 아이와 함께 방문한 리뷰가 많습니다. 여러 명이 함께 먹기에는 불편하다는 의견도 있습니다.","근처 공영주차장 1시간 무료 이용이 가능하고 도보 5~7분 정도라는 리뷰가 있으며, 건물 뒤편 주차장은 약 6대 정도로 공간이 많지 않아 공영주차장 이용을 추천한다는 의견이 있습니다. 일부 리뷰에서는 주차 공간이 없다고도 언급했습니다.","점심시간에는 사람이 많아 웨이팅이 조금 있다는 리뷰가 있고, 매장이 작아 테이블이 차면 대기해야 한다는 언급이 있습니다. 공휴일 저녁에는 웨이팅 없이 이용했다는 리뷰도 있습니다.",39.2,True
kakao_1673819877,"안주 종류가 매우 다양하고 치킨, 파스타, 탕, 피자, 맥앤치즈 등 여러 메뉴가 맛있다는 평가가 많으며 시원한 맥주와 가성비, 친절한 서비스가 자주 언급됩니다. 매장이 넓고 깔끔해 친구와 가볍게 한잔하거나 1·2차 술자리, 단체모임으로 방문하기 좋다는 리뷰가 많습니다.",핫크리스피치킨 | 후라이드치킨 | 토마토 해장 파스타 | 매콤명란크림파스타 | 새우감바스 | 나가사끼 짬뽕탕 | 해물짬뽕탕 | 구운 오징어 | 무뼈닭발 떡볶이 | 항정살볶음우동 | 어묵탕 | 페퍼로니 피자 | 맥앤치즈 | 부대찌개 | 육회 | 갑오징어 버터구이 | 불고기피자 | 치킨가라아게 | 단팥아이스홍시,"레트로·복고풍, 엔틱한 인테리어와 감성적인 분위기가 언급되며 매장이 넓고 깨끗해 단체모임이나 회식에도 좋다는 평가가 많습니다. 친구, 연인, 가족과 가볍게 술 마시기 좋고, 일부 리뷰에서는 조용하고 아늑해 대화하기 좋다고 했지만 바쁜 시간대에는 시끌벅적하고 자리가 가득 찼다는 언급도 있습니다.",NAN,매장이 넓어서 대기 없이 바로 들어갈 수 있었다는 리뷰가 있습니다.,28.1,True
kakao_1328628226,"성균관대 주변에서 국밥이 맛있고 양이 많다는 평가가 많은 식당입니다. 밥 무한리필과 만원 이하 국밥 등 가성비가 좋고, 사장님과 직원이 친절하며 재방문 의사가 자주 언급됩니다.",섞어국밥 | 세트메뉴 | 만두 | 순대국 | 돼지국밥 | 김치찌개 | 얼큰다섞어국밥 | 내장탕 | 병천순대국 | 얼큰돼지국밥 | 해장국밥 | 모듬수육,"가게가 넓고 깨끗하다는 언급이 있으며, 혼밥하기 좋고 여러 명이 방문해도 괜찮다는 평가가 있습니다.",NAN,NAN,36.88,True
kakao_1067364809,"신선한 재료와 넉넉한 양, 건강한 맛으로 다이어트·식단 관리나 운동 후 식사에 좋다는 평가가 많고, 포케와 밸런스박스를 반복 방문해 먹는다는 리뷰가 많습니다. 매장이 깔끔하고 직원이 친절하며, 혼밥이나 가볍게 점심을 먹기에도 편하다는 반응이 있습니다.",포케 | 곡물밥 포케 | 밸런스박스 | 메밀면 포케 | 들기름메밀면 | 콤부차,"매장이 넓고 깔끔하며 쾌적하다는 언급이 많고, 밝고 귀여운 인테리어와 창가 좌석이 있어 혼밥하기 좋다는 리뷰가 있습니다. 단체 방문, 데이트, 가볍게 점심 먹기에도 괜찮다는 의견이 있습니다.",NAN,NAN,36.21,True
kakao_885469418,"닭갈비가 적당히 매콤하고 양념이 잘 배어 있으며 양이 푸짐하다는 평이 많고, 치즈 추가나 사리와의 조합을 추천하는 리뷰가 많습니다. 매장이 깔끔하고 직원이 친절하며 가성비가 좋아 친구, 가족, 혼밥 등으로 재방문하겠다는 의견이 자주 보입니다.",닭갈비 | 치즈닭갈비 | 치즈퐁듀 | 우동사리 | 라면사리 | 치폴레닭갈비 | 청양와르르닭갈비 | 트리플세트 | 막국수,"매장이 깔끔하고 쾌적하다는 평이 많으며, 친구와 식사, 가족 식사, 혼밥으로 이용하기 좋다는 언급이 있습니다.","매장 자체 주차공간은 없거나 아쉽다는 언급이 있으며, 바로 앞 큰 도로 쪽 공영주차장을 이용할 수 있고 주차비가 저렴하다는 리뷰가 있습니다.",NAN,43.27,True
kakao_206089741,"면식당 수원성균관대점은 라멘, 소바, 카츠, 덮밥 등 다양한 일식 메뉴가 맛있고 양이 많으며 가격이 합리적이라는 평가가 많습니다. 음식이 빠르게 나오고 직원들이 친절해 혼밥, 친구·가족 식사, 수업 전 점심 등으로 자주 재방문하는 곳으로 언급됩니다.",부타동 | 돈카츠 | 냉소바 | 차슈냉소바 | 등심카츠 | 라멘 | 돈코츠라멘 | 카레 | 들기름 소바 | 판모밀 | 체다치즈카츠 | 얼큰한 우동,매장이 깔끔하고 넓으며 혼밥하기 좋고 친구나 가족과 식사하기에도 좋다는 리뷰가 많습니다. 대학가 근처라 접근성이 좋고 가성비 좋은 식사 장소로 언급됩니다.,NAN,NAN,47.02,True
kakao_15818685,"성균관대 후문 근처의 라면·라볶이 맛집으로, 전골닭라볶이와 다양한 라면, 즉석떡볶이류가 자주 언급되며 맛있고 가성비가 좋다는 평가가 많습니다. 다만 일부 리뷰에서는 양이나 가격, 친절도에 대한 아쉬움도 있어 평가가 갈립니다.",전골닭라볶이 | 꽃게면 | 매운라면 | 해산물라면 | 라볶이 | 닭라볶이 | 전골라볶이 | 짜장라볶이 | 볶음밥 | 즉석떡볶이,"노포 느낌의 가성비 좋은 라볶이집이며, 벽의 포스트잇에서 성대 학생들의 애정이 느껴진다는 언급이 있습니다.","대학가에 위치해 주차는 근처 주차장을 이용해야 하며, 주차가 힘들다는 언급이 있습니다.",평일 점심에도 사람이 많고 웨이팅이 있을 수 있지만 회전율이 빠르다는 언급이 있습니다.,40.14,True
kakao_938268316,"바삭한 후라이드와 느와르 치킨, 떡볶이 조합이 특히 많이 언급되는 성균관대 근처 치킨집입니다. 양이 푸짐하고 가성비가 좋다는 평가가 많으며, 사장님과 직원의 친절함, 깔끔한 매장 덕분에 치맥이나 친구·모임 방문, 포장으로 재방문하겠다는 리뷰가 많습니다.",후라이드 | 느와르 치킨 | 치즈볼 | 떡볶이 | 닭발 | 순살치킨 | 간장치킨 | 감자튀김 | 생맥주,"매장이 깔끔하고 쾌적하며 조용하거나 분위기가 좋다는 언급이 있습니다. 큰 TV로 스포츠를 보며 치킨을 먹을 수 있고, 치맥이나 2차, 친구 모임, 친목모임, 아이와 함께 방문하기에도 좋았다는 리뷰가 있습니다.",NAN,NAN,36.16,True
